itemid, orderid,productid,quantity,productname
35182 , 2371 , 41 , 1.0 , 12 inch Dinner Plates
35183 , 2371 , 30 , 1.0 , Pivotal 1/2 and 1/2
35184 , 2371 , 23 , 1.0 , red top turnip
35185 , 2371 , 77 , 1.0 , Pivotal Baked Beans
35186 , 2371 , 21 , 1.0 , black radish
35187 , 2371 , 66 , 1.0 , Old Italy Olive Oil
35188 , 2371 , 35 , 1.0 , Maine Wild Blueberries
35189 , 2371 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35190 , 2371 , 76 , 1.0 , Happy Valley White Peaches
35191 , 2371 , 76 , 1.0 , Happy Valley White Peaches
35192 , 2371 , 13 , 1.0 , pink grapefruit
35193 , 2371 , 71 , 1.0 , Mr Peanut Peanut Butter
35194 , 2371 , 74 , 1.0 , Happy Valley Green Beans
35195 , 2371 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
35196 , 2371 , 11 , 1.0 , white eggplant
35197 , 2371 , 38 , 1.0 , Organic Vegetarian Sausage
35198 , 2371 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
35199 , 2371 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35200 , 2371 , 16 , 1.0 , Honeydew
35201 , 2372 , 77 , 1.0 , Pivotal Baked Beans
35202 , 2372 , 7 , 1.0 , pink lady
35203 , 2372 , 80 , 1.0 , Pivotal Stomach Calmer
35204 , 2372 , 58 , 1.0 , Wonder Bread
35205 , 2372 , 11 , 1.0 , white eggplant
35206 , 2372 , 51 , 1.0 , Elmer's Roast Beef
35207 , 2372 , 54 , 1.0 , Vermonter Mild Cheddar
35208 , 2372 , 49 , 1.0 , Leg of lamb
35209 , 2373 , 20 , 1.0 , quince ?
35210 , 2373 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35211 , 2373 , 20 , 1.0 , quince ?
35212 , 2373 , 36 , 1.0 , Jasper's White Pizza
35213 , 2373 , 10 , 1.0 , dill
35214 , 2373 , 46 , 1.0 , Clucker Farms Organic Chicken
35215 , 2373 , 3 , 1.0 , Chateau Potomac Water
35216 , 2373 , 48 , 1.0 , Porky Pig Everloving Bacon
35217 , 2373 , 66 , 1.0 , Old Italy Olive Oil
35218 , 2373 , 25 , 1.0 , ugli fruit
35219 , 2373 , 77 , 1.0 , Pivotal Baked Beans
35220 , 2373 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35221 , 2373 , 43 , 1.0 , T-bone steak
35222 , 2373 , 24 , 1.0 , seedless watermelon
35223 , 2373 , 53 , 1.0 , Old Zurich Swiss Cheese
35224 , 2373 , 74 , 1.0 , Happy Valley Green Beans
35225 , 2373 , 22 , 1.0 , triple wahsed spinach
35226 , 2373 , 23 , 1.0 , red top turnip
35227 , 2373 , 42 , 1.0 , Floral Print Napkins
35228 , 2373 , 17 , 1.0 , napa
35229 , 2373 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35230 , 2373 , 61 , 1.0 , Brooklyn Bagel 6 pack
35231 , 2373 , 42 , 1.0 , Floral Print Napkins
35232 , 2373 , 77 , 1.0 , Pivotal Baked Beans
35233 , 2373 , 80 , 1.0 , Pivotal Stomach Calmer
35234 , 2374 , 19 , 1.0 , dole pineapple
35235 , 2374 , 38 , 1.0 , Organic Vegetarian Sausage
35236 , 2374 , 1 , 1.0 , Pivotal Apple Juice
35237 , 2374 , 8 , 1.0 , banana
35238 , 2374 , 22 , 1.0 , triple wahsed spinach
35239 , 2374 , 34 , 1.0 , Pivotal Small Frozen Peas
35240 , 2374 , 10 , 1.0 , dill
35241 , 2374 , 46 , 1.0 , Clucker Farms Organic Chicken
35242 , 2374 , 69 , 1.0 , Ball Park Mustard
35243 , 2374 , 18 , 1.0 , california navels
35244 , 2374 , 61 , 1.0 , Brooklyn Bagel 6 pack
35245 , 2374 , 82 , 1.0 , BabyBum Disposable Diapers
35246 , 2374 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35247 , 2374 , 11 , 1.0 , white eggplant
35248 , 2374 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35249 , 2374 , 26 , 1.0 , Pivotal 2% Milk
35250 , 2374 , 6 , 1.0 , Pivotal Smoothie
35251 , 2374 , 36 , 1.0 , Jasper's White Pizza
35252 , 2374 , 72 , 1.0 , K-Town Half Sour Pickles
35253 , 2374 , 67 , 1.0 , Mom's Old Fashioned Mayo
35254 , 2374 , 81 , 1.0 , Pivotal Extra Stength Aspirin
35255 , 2374 , 3 , 1.0 , Chateau Potomac Water
35256 , 2374 , 51 , 1.0 , Elmer's Roast Beef
35257 , 2374 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35258 , 2374 , 37 , 1.0 , Uggo Waffles
35259 , 2375 , 43 , 1.0 , T-bone steak
35260 , 2375 , 77 , 1.0 , Pivotal Baked Beans
35261 , 2375 , 66 , 1.0 , Old Italy Olive Oil
35262 , 2375 , 6 , 1.0 , Pivotal Smoothie
35263 , 2375 , 34 , 1.0 , Pivotal Small Frozen Peas
35264 , 2375 , 19 , 1.0 , dole pineapple
35265 , 2375 , 45 , 1.0 , Porky Pig Big Chops
35266 , 2375 , 35 , 1.0 , Maine Wild Blueberries
35267 , 2375 , 55 , 1.0 , Mom's Cole Slaw
35268 , 2375 , 49 , 1.0 , Leg of lamb
35269 , 2375 , 30 , 1.0 , Pivotal 1/2 and 1/2
35270 , 2375 , 22 , 1.0 , triple wahsed spinach
35271 , 2375 , 16 , 1.0 , Honeydew
35272 , 2375 , 80 , 1.0 , Pivotal Stomach Calmer
35273 , 2375 , 53 , 1.0 , Old Zurich Swiss Cheese
35274 , 2375 , 55 , 1.0 , Mom's Cole Slaw
35275 , 2375 , 49 , 1.0 , Leg of lamb
35276 , 2375 , 18 , 1.0 , california navels
35277 , 2375 , 46 , 1.0 , Clucker Farms Organic Chicken
35278 , 2375 , 78 , 1.0 , Jasper's Pizza Sauce
35279 , 2375 , 6 , 1.0 , Pivotal Smoothie
35280 , 2375 , 47 , 1.0 , Ball Park Franks
35281 , 2375 , 2 , 1.0 , Ooopsi Cola
35282 , 2376 , 65 , 1.0 , Mr Peanut Peanut Oil
35283 , 2376 , 2 , 1.0 , Ooopsi Cola
35284 , 2376 , 16 , 1.0 , Honeydew
35285 , 2376 , 12 , 1.0 , fennel
35286 , 2376 , 46 , 1.0 , Clucker Farms Organic Chicken
35287 , 2376 , 51 , 1.0 , Elmer's Roast Beef
35288 , 2376 , 60 , 1.0 , Organic Whole Wheat Bread
35289 , 2376 , 35 , 1.0 , Maine Wild Blueberries
35290 , 2376 , 19 , 1.0 , dole pineapple
35291 , 2376 , 30 , 1.0 , Pivotal 1/2 and 1/2
35292 , 2376 , 75 , 1.0 , Happy Valley Diced Tomatoes
35293 , 2376 , 1 , 1.0 , Pivotal Apple Juice
35294 , 2376 , 26 , 1.0 , Pivotal 2% Milk
35295 , 2376 , 15 , 1.0 , Meyer Lemons
35296 , 2376 , 24 , 1.0 , seedless watermelon
35297 , 2376 , 67 , 1.0 , Mom's Old Fashioned Mayo
35298 , 2377 , 67 , 1.0 , Mom's Old Fashioned Mayo
35299 , 2377 , 44 , 1.0 , ground beef
35300 , 2377 , 43 , 1.0 , T-bone steak
35301 , 2377 , 40 , 1.0 , Husky Paper towels
35302 , 2377 , 78 , 1.0 , Jasper's Pizza Sauce
35303 , 2377 , 2 , 1.0 , Ooopsi Cola
35304 , 2377 , 71 , 1.0 , Mr Peanut Peanut Butter
35305 , 2377 , 69 , 1.0 , Ball Park Mustard
35306 , 2378 , 19 , 1.0 , dole pineapple
35307 , 2378 , 34 , 1.0 , Pivotal Small Frozen Peas
35308 , 2378 , 56 , 1.0 , Mom's Potato Salad
35309 , 2378 , 69 , 1.0 , Ball Park Mustard
35310 , 2378 , 1 , 1.0 , Pivotal Apple Juice
35311 , 2378 , 37 , 1.0 , Uggo Waffles
35312 , 2378 , 67 , 1.0 , Mom's Old Fashioned Mayo
35313 , 2378 , 41 , 1.0 , 12 inch Dinner Plates
35314 , 2378 , 43 , 1.0 , T-bone steak
35315 , 2378 , 65 , 1.0 , Mr Peanut Peanut Oil
35316 , 2378 , 61 , 1.0 , Brooklyn Bagel 6 pack
35317 , 2378 , 36 , 1.0 , Jasper's White Pizza
35318 , 2378 , 12 , 1.0 , fennel
35319 , 2378 , 76 , 1.0 , Happy Valley White Peaches
35320 , 2378 , 49 , 1.0 , Leg of lamb
35321 , 2379 , 36 , 1.0 , Jasper's White Pizza
35322 , 2379 , 69 , 1.0 , Ball Park Mustard
35323 , 2379 , 60 , 1.0 , Organic Whole Wheat Bread
35324 , 2379 , 60 , 1.0 , Organic Whole Wheat Bread
35325 , 2379 , 26 , 1.0 , Pivotal 2% Milk
35326 , 2379 , 69 , 1.0 , Ball Park Mustard
35327 , 2379 , 6 , 1.0 , Pivotal Smoothie
35328 , 2379 , 6 , 1.0 , Pivotal Smoothie
35329 , 2379 , 37 , 1.0 , Uggo Waffles
35330 , 2379 , 15 , 1.0 , Meyer Lemons
35331 , 2379 , 75 , 1.0 , Happy Valley Diced Tomatoes
35332 , 2379 , 17 , 1.0 , napa
35333 , 2379 , 48 , 1.0 , Porky Pig Everloving Bacon
35334 , 2379 , 41 , 1.0 , 12 inch Dinner Plates
35335 , 2379 , 49 , 1.0 , Leg of lamb
35336 , 2379 , 45 , 1.0 , Porky Pig Big Chops
35337 , 2380 , 3 , 1.0 , Chateau Potomac Water
35338 , 2380 , 44 , 1.0 , ground beef
35339 , 2380 , 1 , 1.0 , Pivotal Apple Juice
35340 , 2380 , 13 , 1.0 , pink grapefruit
35341 , 2380 , 73 , 1.0 , Happy Valley Sweet Corn
35342 , 2380 , 3 , 1.0 , Chateau Potomac Water
35343 , 2380 , 45 , 1.0 , Porky Pig Big Chops
35344 , 2380 , 15 , 1.0 , Meyer Lemons
35345 , 2380 , 28 , 1.0 , Land O Lakes Butter
35346 , 2380 , 73 , 1.0 , Happy Valley Sweet Corn
35347 , 2380 , 32 , 1.0 , Vermot Extra Sharp Cheddar
35348 , 2380 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35349 , 2380 , 20 , 1.0 , quince ?
35350 , 2380 , 1 , 1.0 , Pivotal Apple Juice
35351 , 2380 , 21 , 1.0 , black radish
35352 , 2380 , 57 , 1.0 , Mom's Deli Mustard
35353 , 2380 , 16 , 1.0 , Honeydew
35354 , 2380 , 64 , 1.0 , Ballpark Hot Dog Rolls
35355 , 2380 , 8 , 1.0 , banana
35356 , 2380 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35357 , 2380 , 4 , 1.0 , PBR
35358 , 2380 , 36 , 1.0 , Jasper's White Pizza
35359 , 2380 , 5 , 1.0 , Boone Farms Swill
35360 , 2381 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35361 , 2381 , 7 , 1.0 , pink lady
35362 , 2381 , 13 , 1.0 , pink grapefruit
35363 , 2381 , 82 , 1.0 , BabyBum Disposable Diapers
35364 , 2381 , 22 , 1.0 , triple wahsed spinach
35365 , 2381 , 64 , 1.0 , Ballpark Hot Dog Rolls
35366 , 2381 , 7 , 1.0 , pink lady
35367 , 2381 , 23 , 1.0 , red top turnip
35368 , 2381 , 63 , 1.0 , Mom's extra frosting birthday cake
35369 , 2381 , 25 , 1.0 , ugli fruit
35370 , 2381 , 25 , 1.0 , ugli fruit
35371 , 2381 , 43 , 1.0 , T-bone steak
35372 , 2381 , 37 , 1.0 , Uggo Waffles
35373 , 2381 , 55 , 1.0 , Mom's Cole Slaw
35374 , 2381 , 62 , 1.0 , Donut King 6 pack
35375 , 2381 , 74 , 1.0 , Happy Valley Green Beans
35376 , 2381 , 73 , 1.0 , Happy Valley Sweet Corn
35377 , 2381 , 60 , 1.0 , Organic Whole Wheat Bread
35378 , 2381 , 57 , 1.0 , Mom's Deli Mustard
35379 , 2381 , 2 , 1.0 , Ooopsi Cola
35380 , 2381 , 71 , 1.0 , Mr Peanut Peanut Butter
35381 , 2382 , 5 , 1.0 , Boone Farms Swill
35382 , 2382 , 22 , 1.0 , triple wahsed spinach
35383 , 2382 , 23 , 1.0 , red top turnip
35384 , 2382 , 41 , 1.0 , 12 inch Dinner Plates
35385 , 2382 , 12 , 1.0 , fennel
35386 , 2382 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35387 , 2382 , 50 , 1.0 , Kosher salami
35388 , 2382 , 19 , 1.0 , dole pineapple
35389 , 2382 , 70 , 1.0 , Homer's Strawberry Jam
35390 , 2382 , 2 , 1.0 , Ooopsi Cola
35391 , 2382 , 46 , 1.0 , Clucker Farms Organic Chicken
35392 , 2382 , 50 , 1.0 , Kosher salami
35393 , 2382 , 13 , 1.0 , pink grapefruit
35394 , 2382 , 52 , 1.0 , Porky Pig Smoked Ham
35395 , 2382 , 44 , 1.0 , ground beef
35396 , 2382 , 37 , 1.0 , Uggo Waffles
35397 , 2383 , 63 , 1.0 , Mom's extra frosting birthday cake
35398 , 2383 , 48 , 1.0 , Porky Pig Everloving Bacon
35399 , 2383 , 23 , 1.0 , red top turnip
35400 , 2383 , 66 , 1.0 , Old Italy Olive Oil
35401 , 2383 , 22 , 1.0 , triple wahsed spinach
35402 , 2383 , 18 , 1.0 , california navels
35403 , 2383 , 62 , 1.0 , Donut King 6 pack
35404 , 2383 , 19 , 1.0 , dole pineapple
35405 , 2383 , 71 , 1.0 , Mr Peanut Peanut Butter
35406 , 2383 , 12 , 1.0 , fennel
35407 , 2383 , 78 , 1.0 , Jasper's Pizza Sauce
35408 , 2383 , 45 , 1.0 , Porky Pig Big Chops
35409 , 2383 , 35 , 1.0 , Maine Wild Blueberries
35410 , 2383 , 46 , 1.0 , Clucker Farms Organic Chicken
35411 , 2383 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35412 , 2383 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
35413 , 2383 , 7 , 1.0 , pink lady
35414 , 2383 , 45 , 1.0 , Porky Pig Big Chops
35415 , 2383 , 19 , 1.0 , dole pineapple
35416 , 2383 , 45 , 1.0 , Porky Pig Big Chops
35417 , 2383 , 43 , 1.0 , T-bone steak
35418 , 2383 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
35419 , 2383 , 81 , 1.0 , Pivotal Extra Stength Aspirin
35420 , 2383 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
35421 , 2383 , 72 , 1.0 , K-Town Half Sour Pickles
35422 , 2384 , 4 , 1.0 , PBR
35423 , 2384 , 1 , 1.0 , Pivotal Apple Juice
35424 , 2384 , 21 , 1.0 , black radish
35425 , 2384 , 30 , 1.0 , Pivotal 1/2 and 1/2
35426 , 2384 , 10 , 1.0 , dill
35427 , 2384 , 61 , 1.0 , Brooklyn Bagel 6 pack
35428 , 2384 , 34 , 1.0 , Pivotal Small Frozen Peas
35429 , 2384 , 11 , 1.0 , white eggplant
35430 , 2384 , 49 , 1.0 , Leg of lamb
35431 , 2384 , 17 , 1.0 , napa
35432 , 2384 , 28 , 1.0 , Land O Lakes Butter
35433 , 2384 , 60 , 1.0 , Organic Whole Wheat Bread
35434 , 2384 , 44 , 1.0 , ground beef
35435 , 2384 , 10 , 1.0 , dill
35436 , 2384 , 77 , 1.0 , Pivotal Baked Beans
35437 , 2384 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35438 , 2384 , 16 , 1.0 , Honeydew
35439 , 2384 , 55 , 1.0 , Mom's Cole Slaw
35440 , 2384 , 51 , 1.0 , Elmer's Roast Beef
35441 , 2384 , 11 , 1.0 , white eggplant
35442 , 2384 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
35443 , 2384 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35444 , 2384 , 44 , 1.0 , ground beef
35445 , 2385 , 36 , 1.0 , Jasper's White Pizza
35446 , 2385 , 46 , 1.0 , Clucker Farms Organic Chicken
35447 , 2385 , 16 , 1.0 , Honeydew
35448 , 2385 , 57 , 1.0 , Mom's Deli Mustard
35449 , 2385 , 13 , 1.0 , pink grapefruit
35450 , 2385 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35451 , 2385 , 32 , 1.0 , Vermot Extra Sharp Cheddar
35452 , 2385 , 20 , 1.0 , quince ?
35453 , 2385 , 10 , 1.0 , dill
35454 , 2385 , 58 , 1.0 , Wonder Bread
35455 , 2385 , 15 , 1.0 , Meyer Lemons
35456 , 2385 , 11 , 1.0 , white eggplant
35457 , 2385 , 38 , 1.0 , Organic Vegetarian Sausage
35458 , 2385 , 28 , 1.0 , Land O Lakes Butter
35459 , 2385 , 60 , 1.0 , Organic Whole Wheat Bread
35460 , 2385 , 26 , 1.0 , Pivotal 2% Milk
35461 , 2386 , 47 , 1.0 , Ball Park Franks
35462 , 2386 , 36 , 1.0 , Jasper's White Pizza
35463 , 2386 , 1 , 1.0 , Pivotal Apple Juice
35464 , 2386 , 47 , 1.0 , Ball Park Franks
35465 , 2386 , 57 , 1.0 , Mom's Deli Mustard
35466 , 2386 , 80 , 1.0 , Pivotal Stomach Calmer
35467 , 2386 , 19 , 1.0 , dole pineapple
35468 , 2386 , 78 , 1.0 , Jasper's Pizza Sauce
35469 , 2386 , 23 , 1.0 , red top turnip
35470 , 2386 , 62 , 1.0 , Donut King 6 pack
35471 , 2386 , 34 , 1.0 , Pivotal Small Frozen Peas
35472 , 2386 , 46 , 1.0 , Clucker Farms Organic Chicken
35473 , 2386 , 10 , 1.0 , dill
35474 , 2386 , 66 , 1.0 , Old Italy Olive Oil
35475 , 2386 , 76 , 1.0 , Happy Valley White Peaches
35476 , 2386 , 20 , 1.0 , quince ?
35477 , 2386 , 43 , 1.0 , T-bone steak
35478 , 2386 , 41 , 1.0 , 12 inch Dinner Plates
35479 , 2386 , 26 , 1.0 , Pivotal 2% Milk
35480 , 2386 , 8 , 1.0 , banana
35481 , 2386 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
35482 , 2386 , 36 , 1.0 , Jasper's White Pizza
35483 , 2386 , 5 , 1.0 , Boone Farms Swill
35484 , 2387 , 23 , 1.0 , red top turnip
35485 , 2387 , 8 , 1.0 , banana
35486 , 2387 , 28 , 1.0 , Land O Lakes Butter
35487 , 2387 , 31 , 1.0 , Free Range Extra Large
35488 , 2387 , 28 , 1.0 , Land O Lakes Butter
35489 , 2387 , 52 , 1.0 , Porky Pig Smoked Ham
35490 , 2387 , 81 , 1.0 , Pivotal Extra Stength Aspirin
35491 , 2387 , 62 , 1.0 , Donut King 6 pack
35492 , 2387 , 36 , 1.0 , Jasper's White Pizza
35493 , 2387 , 14 , 1.0 , horseradish
35494 , 2387 , 15 , 1.0 , Meyer Lemons
35495 , 2387 , 28 , 1.0 , Land O Lakes Butter
35496 , 2387 , 50 , 1.0 , Kosher salami
35497 , 2387 , 1 , 1.0 , Pivotal Apple Juice
35498 , 2387 , 46 , 1.0 , Clucker Farms Organic Chicken
35499 , 2387 , 6 , 1.0 , Pivotal Smoothie
35500 , 2387 , 56 , 1.0 , Mom's Potato Salad
35501 , 2388 , 37 , 1.0 , Uggo Waffles
35502 , 2388 , 18 , 1.0 , california navels
35503 , 2388 , 46 , 1.0 , Clucker Farms Organic Chicken
35504 , 2388 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
35505 , 2388 , 23 , 1.0 , red top turnip
35506 , 2388 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
35507 , 2388 , 65 , 1.0 , Mr Peanut Peanut Oil
35508 , 2388 , 57 , 1.0 , Mom's Deli Mustard
35509 , 2388 , 24 , 1.0 , seedless watermelon
35510 , 2388 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35511 , 2388 , 24 , 1.0 , seedless watermelon
35512 , 2388 , 7 , 1.0 , pink lady
35513 , 2388 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
35514 , 2388 , 54 , 1.0 , Vermonter Mild Cheddar
35515 , 2389 , 54 , 1.0 , Vermonter Mild Cheddar
35516 , 2389 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35517 , 2389 , 34 , 1.0 , Pivotal Small Frozen Peas
35518 , 2389 , 52 , 1.0 , Porky Pig Smoked Ham
35519 , 2389 , 42 , 1.0 , Floral Print Napkins
35520 , 2389 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
35521 , 2389 , 38 , 1.0 , Organic Vegetarian Sausage
35522 , 2389 , 63 , 1.0 , Mom's extra frosting birthday cake
35523 , 2389 , 54 , 1.0 , Vermonter Mild Cheddar
35524 , 2389 , 44 , 1.0 , ground beef
35525 , 2389 , 58 , 1.0 , Wonder Bread
35526 , 2389 , 70 , 1.0 , Homer's Strawberry Jam
35527 , 2389 , 75 , 1.0 , Happy Valley Diced Tomatoes
35528 , 2389 , 9 , 1.0 , Kirby cukes
35529 , 2390 , 65 , 1.0 , Mr Peanut Peanut Oil
35530 , 2390 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35531 , 2390 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35532 , 2390 , 20 , 1.0 , quince ?
35533 , 2390 , 15 , 1.0 , Meyer Lemons
35534 , 2390 , 26 , 1.0 , Pivotal 2% Milk
35535 , 2390 , 5 , 1.0 , Boone Farms Swill
35536 , 2390 , 9 , 1.0 , Kirby cukes
35537 , 2390 , 78 , 1.0 , Jasper's Pizza Sauce
35538 , 2390 , 17 , 1.0 , napa
35539 , 2390 , 32 , 1.0 , Vermot Extra Sharp Cheddar
35540 , 2390 , 48 , 1.0 , Porky Pig Everloving Bacon
35541 , 2390 , 55 , 1.0 , Mom's Cole Slaw
35542 , 2390 , 15 , 1.0 , Meyer Lemons
35543 , 2390 , 16 , 1.0 , Honeydew
35544 , 2390 , 44 , 1.0 , ground beef
35545 , 2390 , 42 , 1.0 , Floral Print Napkins
35546 , 2390 , 53 , 1.0 , Old Zurich Swiss Cheese
35547 , 2390 , 32 , 1.0 , Vermot Extra Sharp Cheddar
35548 , 2391 , 26 , 1.0 , Pivotal 2% Milk
35549 , 2391 , 55 , 1.0 , Mom's Cole Slaw
35550 , 2391 , 11 , 1.0 , white eggplant
35551 , 2391 , 14 , 1.0 , horseradish
35552 , 2391 , 30 , 1.0 , Pivotal 1/2 and 1/2
35553 , 2391 , 38 , 1.0 , Organic Vegetarian Sausage
35554 , 2391 , 60 , 1.0 , Organic Whole Wheat Bread
35555 , 2391 , 45 , 1.0 , Porky Pig Big Chops
35556 , 2391 , 7 , 1.0 , pink lady
35557 , 2391 , 15 , 1.0 , Meyer Lemons
35558 , 2391 , 45 , 1.0 , Porky Pig Big Chops
35559 , 2391 , 37 , 1.0 , Uggo Waffles
35560 , 2391 , 1 , 1.0 , Pivotal Apple Juice
35561 , 2391 , 75 , 1.0 , Happy Valley Diced Tomatoes
35562 , 2391 , 56 , 1.0 , Mom's Potato Salad
35563 , 2391 , 13 , 1.0 , pink grapefruit
35564 , 2391 , 15 , 1.0 , Meyer Lemons
35565 , 2391 , 22 , 1.0 , triple wahsed spinach
35566 , 2391 , 51 , 1.0 , Elmer's Roast Beef
35567 , 2391 , 49 , 1.0 , Leg of lamb
35568 , 2391 , 22 , 1.0 , triple wahsed spinach
35569 , 2391 , 22 , 1.0 , triple wahsed spinach
35570 , 2391 , 13 , 1.0 , pink grapefruit
35571 , 2391 , 14 , 1.0 , horseradish
35572 , 2391 , 46 , 1.0 , Clucker Farms Organic Chicken
35573 , 2392 , 57 , 1.0 , Mom's Deli Mustard
35574 , 2392 , 51 , 1.0 , Elmer's Roast Beef
35575 , 2392 , 40 , 1.0 , Husky Paper towels
35576 , 2392 , 70 , 1.0 , Homer's Strawberry Jam
35577 , 2392 , 55 , 1.0 , Mom's Cole Slaw
35578 , 2392 , 35 , 1.0 , Maine Wild Blueberries
35579 , 2392 , 20 , 1.0 , quince ?
35580 , 2392 , 38 , 1.0 , Organic Vegetarian Sausage
35581 , 2393 , 45 , 1.0 , Porky Pig Big Chops
35582 , 2393 , 69 , 1.0 , Ball Park Mustard
35583 , 2393 , 77 , 1.0 , Pivotal Baked Beans
35584 , 2393 , 57 , 1.0 , Mom's Deli Mustard
35585 , 2393 , 3 , 1.0 , Chateau Potomac Water
35586 , 2393 , 7 , 1.0 , pink lady
35587 , 2393 , 22 , 1.0 , triple wahsed spinach
35588 , 2393 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35589 , 2393 , 44 , 1.0 , ground beef
35590 , 2393 , 81 , 1.0 , Pivotal Extra Stength Aspirin
35591 , 2393 , 6 , 1.0 , Pivotal Smoothie
35592 , 2393 , 10 , 1.0 , dill
35593 , 2393 , 32 , 1.0 , Vermot Extra Sharp Cheddar
35594 , 2393 , 41 , 1.0 , 12 inch Dinner Plates
35595 , 2394 , 74 , 1.0 , Happy Valley Green Beans
35596 , 2394 , 42 , 1.0 , Floral Print Napkins
35597 , 2394 , 80 , 1.0 , Pivotal Stomach Calmer
35598 , 2394 , 60 , 1.0 , Organic Whole Wheat Bread
35599 , 2394 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35600 , 2394 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35601 , 2394 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
35602 , 2394 , 53 , 1.0 , Old Zurich Swiss Cheese
35603 , 2394 , 31 , 1.0 , Free Range Extra Large
35604 , 2394 , 43 , 1.0 , T-bone steak
35605 , 2394 , 82 , 1.0 , BabyBum Disposable Diapers
35606 , 2394 , 35 , 1.0 , Maine Wild Blueberries
35607 , 2394 , 73 , 1.0 , Happy Valley Sweet Corn
35608 , 2394 , 21 , 1.0 , black radish
35609 , 2395 , 69 , 1.0 , Ball Park Mustard
35610 , 2395 , 49 , 1.0 , Leg of lamb
35611 , 2395 , 59 , 1.0 , Zabar's Old Fahsioned Rye
35612 , 2395 , 42 , 1.0 , Floral Print Napkins
35613 , 2395 , 16 , 1.0 , Honeydew
35614 , 2395 , 18 , 1.0 , california navels
35615 , 2395 , 61 , 1.0 , Brooklyn Bagel 6 pack
35616 , 2395 , 76 , 1.0 , Happy Valley White Peaches
35617 , 2395 , 50 , 1.0 , Kosher salami
35618 , 2395 , 37 , 1.0 , Uggo Waffles
35619 , 2395 , 25 , 1.0 , ugli fruit
35620 , 2395 , 31 , 1.0 , Free Range Extra Large
35621 , 2395 , 78 , 1.0 , Jasper's Pizza Sauce
35622 , 2395 , 63 , 1.0 , Mom's extra frosting birthday cake
35623 , 2395 , 18 , 1.0 , california navels
35624 , 2395 , 31 , 1.0 , Free Range Extra Large
35625 , 2395 , 46 , 1.0 , Clucker Farms Organic Chicken
35626 , 2395 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35627 , 2395 , 2 , 1.0 , Ooopsi Cola
35628 , 2395 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35629 , 2395 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35630 , 2395 , 55 , 1.0 , Mom's Cole Slaw
35631 , 2395 , 76 , 1.0 , Happy Valley White Peaches
35632 , 2396 , 68 , 1.0 , Heinz Ketchup Quart Bottle
35633 , 2396 , 1 , 1.0 , Pivotal Apple Juice
35634 , 2396 , 5 , 1.0 , Boone Farms Swill
35635 , 2396 , 76 , 1.0 , Happy Valley White Peaches
35636 , 2396 , 77 , 1.0 , Pivotal Baked Beans
35637 , 2397 , 7 , 1.0 , pink lady
35638 , 2397 , 36 , 1.0 , Jasper's White Pizza
35639 , 2397 , 44 , 1.0 , ground beef
35640 , 2397 , 48 , 1.0 , Porky Pig Everloving Bacon
35641 , 2397 , 37 , 1.0 , Uggo Waffles
35642 , 2397 , 38 , 1.0 , Organic Vegetarian Sausage
35643 , 2397 , 34 , 1.0 , Pivotal Small Frozen Peas
35644 , 2397 , 5 , 1.0 , Boone Farms Swill
35645 , 2397 , 53 , 1.0 , Old Zurich Swiss Cheese
